material   : carbon-chain
h5path     : /scratch/yimili/matrices/hdf5/carbon-chain.h5
block size : 104
requested  : idx 0..401 (402 indices)
completed  : 402
failed     : 0

idx  relres_fp16   fwd_err_fp16   fwd_err_c64   cond_full_svd
 324  1.922356e-02  2.430120e-02  2.857760e-06  1.942611e+03
 325  2.018908e-02  2.269904e-02  2.356071e-06  1.945136e+03
 326  1.929622e-02  2.499847e-02  2.662251e-06  1.947663e+03
 327  1.834944e-02  2.033548e-02  1.773169e-06  1.950193e+03
 328  1.923447e-02  3.561928e-02  2.304479e-06  1.952726e+03
 329  1.959222e-02  2.280227e-02  2.358469e-06  1.955263e+03
 330  1.830031e-02  2.108341e-02  2.421849e-06  1.957805e+03
 331  1.907092e-02  2.049290e-02  2.329772e-06  1.960355e+03
 332  1.895480e-02  2.315828e-02  2.242739e-06  1.962915e+03
 333  1.999012e-02  2.272886e-02  2.026051e-06  1.965491e+03
 334  1.939306e-02  1.951635e-02  2.749083e-06  1.968089e+03
 335  1.892279e-02  2.755009e-02  2.116257e-06  1.970712e+03
 336  1.923817e-02  1.745729e-02  2.683587e-06  1.973354e+03
 337  1.915922e-02  2.708910e-02  1.861446e-06  1.976007e+03
 338  1.820219e-02  1.597586e-02  2.274314e-06  1.978669e+03
 339  1.872836e-02  1.975478e-02  2.188488e-06  1.981335e+03
 340  1.804622e-02  2.138120e-02  2.245422e-06  1.984006e+03
 341  1.927957e-02  1.982554e-02  1.733890e-06  1.986681e+03
 342  1.856526e-02  2.150816e-02  2.494448e-06  1.989358e+03
 343  1.908259e-02  2.033005e-02  2.531196e-06  1.992037e+03
 344  1.829826e-02  2.577882e-02  2.575073e-06  1.994719e+03
 345  1.956715e-02  2.013361e-02  2.533412e-06  1.997403e+03
 346  1.848921e-02  2.535682e-02  2.605255e-06  2.000088e+03
 347  1.913060e-02  2.538499e-02  3.420509e-06  2.002777e+03
 348  1.874923e-02  2.185127e-02  2.948076e-06  2.005467e+03
 349  1.885342e-02  2.062447e-02  2.490826e-06  2.008161e+03
 350  1.929856e-02  2.163579e-02  2.573872e-06  2.010859e+03
 351  1.969598e-02  2.106501e-02  2.139864e-06  2.013562e+03
 352  1.951849e-02  3.064650e-02  2.476467e-06  2.016270e+03
 353  1.997511e-02  2.455238e-02  2.461939e-06  2.018987e+03
 354  1.941136e-02  2.109791e-02  2.645040e-06  2.021714e+03
 355  1.918065e-02  2.179500e-02  2.691351e-06  2.024454e+03
 356  1.914000e-02  2.092116e-02  1.947594e-06  2.027208e+03
 357  1.939228e-02  2.720840e-02  2.525997e-06  2.029978e+03
 358  1.917270e-02  2.227524e-02  1.664866e-06  2.032763e+03
 359  1.997455e-02  3.081526e-02  2.147882e-06  2.035562e+03
 360  1.871526e-02  2.457374e-02  2.717465e-06  2.038373e+03
 361  1.930392e-02  1.817421e-02  1.894148e-06  2.041193e+03
 362  1.990725e-02  2.856018e-02  2.227775e-06  2.044020e+03
 363  1.888749e-02  2.968110e-02  2.722817e-06  2.046854e+03
 364  1.917267e-02  2.659519e-02  2.832861e-06  2.049694e+03
 365  1.921687e-02  2.215024e-02  2.365225e-06  2.052538e+03
 366  1.908692e-02  3.021240e-02  2.152650e-06  2.055385e+03
 367  2.024162e-02  2.992422e-02  2.450185e-06  2.058236e+03
 368  1.962618e-02  2.202311e-02  3.000208e-06  2.061089e+03
 369  1.929703e-02  2.986156e-02  1.850570e-06  2.063945e+03
 370  2.012035e-02  3.392248e-02  2.014589e-06  2.066803e+03
 371  1.998134e-02  2.715396e-02  3.055557e-06  2.069664e+03
 372  1.919379e-02  2.642988e-02  2.445863e-06  2.072526e+03
 373  1.965815e-02  2.758379e-02  1.843997e-06  2.075391e+03
 374  1.963677e-02  2.750568e-02  2.039211e-06  2.078259e+03
 375  1.888629e-02  2.233776e-02  2.053746e-06  2.081129e+03
 376  1.974376e-02  2.338182e-02  2.354636e-06  2.084002e+03
 377  1.929920e-02  2.179028e-02  2.749267e-06  2.086879e+03
 378  1.931136e-02  2.043073e-02  1.907198e-06  2.089761e+03
