material   : graphene
h5path     : /scratch/yimili/matrices/hdf5/graphene.h5
block size : 416
requested  : idx 0..401 (402 indices)
completed  : 402
failed     : 0

idx  relres_fp16   fwd_err_fp16   fwd_err_c64   cond_full_svd
 380  3.140225e-02  2.239439e-02  2.753422e-06  1.101702e+03
 381  3.211930e-02  3.165416e-02  2.636982e-06  1.095302e+03
 382  3.333307e-02  2.813671e-02  2.377245e-06  1.090152e+03
 383  3.190126e-02  2.542750e-02  2.168417e-06  1.085854e+03
 384  2.913191e-02  2.413133e-02  2.089939e-06  1.082092e+03
 385  3.021647e-02  2.201624e-02  2.396034e-06  1.078650e+03
 386  3.213242e-02  2.839967e-02  1.855242e-06  1.075389e+03
 387  3.134893e-02  1.936124e-02  1.881181e-06  1.072218e+03
 388  3.089885e-02  2.455507e-02  2.542894e-06  1.069080e+03
 389  2.979864e-02  1.703555e-02  2.144860e-06  1.065935e+03
 390  3.185880e-02  2.214951e-02  2.012961e-06  1.062758e+03
 391  3.071010e-02  2.572483e-02  1.902780e-06  1.059531e+03
 392  2.883933e-02  1.653768e-02  2.349346e-06  1.056241e+03
 393  3.055123e-02  2.242869e-02  2.295294e-06  1.052881e+03
 394  3.181765e-02  2.875453e-02  1.868105e-06  1.049447e+03
 395  2.995819e-02  1.808214e-02  1.847952e-06  1.045936e+03
 396  2.974319e-02  1.964040e-02  2.337605e-06  1.042347e+03
 397  3.129488e-02  1.839535e-02  1.813537e-06  1.038682e+03
 398  3.274606e-02  1.802671e-02  1.760563e-06  1.034941e+03
 399  2.942344e-02  2.048073e-02  2.153192e-06  1.031128e+03
 400  2.993554e-02  1.922226e-02  1.748804e-06  1.027247e+03
 401  2.974841e-02  1.765533e-02  1.998920e-06  1.023302e+03
