material   : graphene
h5path     : /scratch/yimili/matrices/hdf5/graphene.h5
block size : 416
requested  : idx 0..401 (402 indices)
completed  : 402
failed     : 0

idx  relres_fp16   fwd_err_fp16   fwd_err_c64   cond_full_svd
 180  2.935712e-02  2.422412e-02  1.780442e-06  3.162771e+03
 181  2.973120e-02  2.441860e-02  1.697388e-06  2.709908e+03
 182  2.876182e-02  2.236150e-02  1.783841e-06  2.370764e+03
 183  2.921684e-02  2.276429e-02  2.216273e-06  2.107280e+03
 184  2.710343e-02  2.222254e-02  1.825345e-06  1.896675e+03
 185  2.739750e-02  2.281450e-02  1.611892e-06  1.724482e+03
 186  2.687824e-02  2.144828e-02  1.930756e-06  1.581068e+03
 187  2.705051e-02  1.949031e-02  1.642840e-06  1.459774e+03
 188  2.983288e-02  2.158027e-02  2.077382e-06  1.355849e+03
 189  2.830478e-02  1.931328e-02  1.988883e-06  1.265809e+03
 190  2.733512e-02  2.440608e-02  1.886313e-06  1.187046e+03
 191  2.742567e-02  2.347434e-02  1.764865e-06  1.117566e+03
 192  2.892795e-02  2.387855e-02  1.869365e-06  1.055819e+03
 193  2.782373e-02  2.098871e-02  1.750003e-06  1.000581e+03
 194  3.144314e-02  2.424607e-02  1.680187e-06  9.508748e+02
 195  2.757746e-02  1.991147e-02  1.843996e-06  9.059086e+02
 196  2.708540e-02  2.094639e-02  1.822894e-06  8.650352e+02
 197  2.970839e-02  2.647084e-02  2.098847e-06  8.277198e+02
 198  2.829803e-02  2.274890e-02  2.019660e-06  7.935173e+02
 199  2.848050e-02  2.130909e-02  1.862306e-06  7.620536e+02
 200  2.697620e-02  2.266628e-02  1.920660e-06  7.330122e+02
 201  2.820866e-02  2.402851e-02  1.930300e-06  7.061238e+02
 202  2.876689e-02  2.073365e-02  1.702071e-06  6.811574e+02
 203  2.785758e-02  2.216222e-02  1.944422e-06  6.579140e+02
 204  2.743180e-02  1.735006e-02  1.884753e-06  6.362211e+02
 205  2.974761e-02  2.248742e-02  1.639957e-06  6.159286e+02
 206  2.749343e-02  2.156304e-02  1.762393e-06  5.969050e+02
 207  2.677558e-02  2.188016e-02  1.744314e-06  5.790349e+02
 208  2.713392e-02  2.240290e-02  2.111353e-06  5.622165e+02
